DNI ENCRIPTADO,RESPUESTAS TEXTUALES_1,RESPUESTAS TEXTUALES_2,RESPUESTAS TEXTUALES_3,RESPUESTAS TEXTUALES_4,RESPUESTAS TEXTUALES_5,RESPUESTAS TEXTUALES_6,RESPUESTAS TEXTUALES_7,RESPUESTAS TEXTUALES_8,RESPUESTAS TEXTUALES_9,RESPUESTAS TEXTUALES_10,RESPUESTAS TEXTUALES_11,RESPUESTAS TEXTUALES_12,RESPUESTAS TEXTUALES_13,RESPUESTAS TEXTUALES_14,RESPUESTAS TEXTUALES_15,RESPUESTAS TEXTUALES_16,RESPUESTAS TEXTUALES_17,RESPUESTAS TEXTUALES_18,RESPUESTAS TEXTUALES_19,RESPUESTAS TEXTUALES_20,RESPUESTAS TEXTUALES_21,RESPUESTAS TEXTUALES_22,RESPUESTAS TEXTUALES_23,RESPUESTAS TEXTUALES_24,RESPUESTAS TEXTUALES_25,RESPUESTAS TEXTUALES_26,RESPUESTAS TEXTUALES_27,RESPUESTAS TEXTUALES_28,RESPUESTAS TEXTUALES_29,RESPUESTAS TEXTUALES_30,RESPUESTA NUMERICA_1,RESPUESTA NUMERICA_2,RESPUESTA NUMERICA_3,RESPUESTA NUMERICA_4,RESPUESTA NUMERICA_5,RESPUESTA NUMERICA_6,RESPUESTA NUMERICA_7,RESPUESTA NUMERICA_8,RESPUESTA NUMERICA_9,RESPUESTA NUMERICA_10,RESPUESTA NUMERICA_11,RESPUESTA NUMERICA_12,RESPUESTA NUMERICA_13,RESPUESTA NUMERICA_14,RESPUESTA NUMERICA_15,RESPUESTA NUMERICA_16,RESPUESTA NUMERICA_17,RESPUESTA NUMERICA_18,RESPUESTA NUMERICA_19,RESPUESTA NUMERICA_20,RESPUESTA NUMERICA_21,RESPUESTA NUMERICA_22,RESPUESTA NUMERICA_23,RESPUESTA NUMERICA_24,RESPUESTA NUMERICA_25,RESPUESTA NUMERICA_26,RESPUESTA NUMERICA_27,RESPUESTA NUMERICA_28,RESPUESTA NUMERICA_29,RESPUESTA NUMERICA_30,SUM_PUNTAJES_INTRAPERSONAL,SUM_PUNTAJES_INTERPERSONALES,SUM_PUNTAJES_MANEJO_ESTRES,SUM_PUNTAJES_ADAPTABILIDAD,SUM_IMPRESION_POSITIVA,TOTAL_COC_EMOCIONAL,INTRAPERSONAL_MEDIA,INTRAPERSONAL_DESVIACION,INTERPERSONAL_MEDIA,INTERPERSONAL_DESVIACION,MANEJO_ESTRES_MEDIA,MANEJO_ESTRES_DESVIACION,ADAPTABILIDAD_MEDIA,ADAPTABILIDAD_DESVIACION,IMPRESION_POSITIVA_MEDIA,IMPRESION_POSITIVA_DESVIACION,TOTAL_COC_EMOCIONAL_MEDIA,TOTAL_COC_ECOCIONAL_DESVIACION,CONVERSION_FINAL_INTRAPERSONAL,CONVERSION_FINAL_INTEPERSONAL,CONVERSION_FINAL_MANEJO_ESTRES,CONVERSION_FINAL_APDAPTABILIDAD,CONVERSION_FINAL_IMPRESIÓN POSITIVA,CONVERSION_FINAL_TOTAL_COC_EMOC,Fecha de nacimiento de Champ,Edad de Champ,Sede de Champ,Grado de Champ,"Champ tiene alguna alergia, condición o enfermedad",Champ para talleres virtuales se puede conectar de,¿Qué tema te interesa Champ?,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor",¿Qué te gustaría hacer para mejorar el Perú?,¿Te gustaría estudiar en una universidad extranjera?,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca",¿Tiene otro champ?,DNI DEL APODERADO ENCRIPTADO,Qué relación tiene con Champ,Su Champ tiene un apoderada/o adicional a Usted,¿Tienes un negocio propio o emprendimiento?,La conexión a Internet en su casa es,Tu internet es,"¿Algún familiar con el que viva tiene alguna condición, discapacidad o enfermedad crónica que requiera de cuidados constante?",Cuéntanos brevemente cómo se encuentran actualmente,¿Quién apoya a su Champ con sus tareas?,SEXO,EDAD,GRADO,SEDE,REGIÓN,ORIGEN,ESTADO,AÑO DE INGRESO,SALUD,MODALIDAD DE INGRESO,DNI PAPÁ ENCRIPTADO,DNI MAMÁ ENCRIPTADO,NRE (NIVEL DE RIESGO EMOCIONAL),CANTERA,CONDICIÓN DE SALUD,¿Qué tema te interesa Champ?_cuestionario,"¿Con quienes vives?
Por ejemplo: Con mi padres y hermanos_cuestionario",¿Cuáles son tus pasatiempos favoritos?  Por ejemplo: Leer y jugar videojuegos_cuestionario,"¿Cuáles son tus cursos favoritos?
Por ejemplo: Matemática y Comunicación_cuestionario","¿Cuál es tu deporte favorito?
Por ejemplo: Fútbol_cuestionario","¿Qué te gustaría estudiar o ser de grande?
Por ejemplo: Doctor_cuestionario",¿Qué te gustaría hacer para mejorar el Perú?_cuestionario,¿Te gustaría estudiar en una universidad extranjera?_cuestionario,"Cuéntanos si ganaste un reconocimiento, concurso, beca, tienes una organización o has sido voluntario/a en el 2023_cuestionario","En Perú Champs nos preocupa tu bienestar. ¿Hay algo que quieras compartirnos sobre algo que fue difícil en el 2023, algo que te hiciera sentir triste o frustrado/a? Este espacio es confidencial y no afecta tu beca_cuestionario",GRADO_notas,SEDE_notas,CANTERA_notas,Matemática,Comunicación,Inglés,Ciencias,Dpsc,Educación Física,Arte,Conducta,PROMEDIO,PREFINAL,POR CURSO,NRA
RWWNNYDE,Muy a menudo,A menudo,A menudo,Muy a menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,18,24,23,21,19,105,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,116,120,122,111,113,164,2014-06-29 00:00:00,9,CHACLACAYO (REF. A 3 cuadras del puente Los Ángeles),4to,Ninguno,Laptop,Igualdad de género,mi hermana y mis padres,Dibujar y jugar futbol,"Ingles, comunicación y DPSC",Futbol,Veterinaria y Futbolista,Ayudar a los animales,Sí,no,Me fue muy bien,No,IAIWRWNI,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Nos encontramos bien y apoyando a nuestras champs,Papá y mamá,F,9.0,Cuarto,Chaclacayo,Lima,Renovación,Matriculado,2022.0,Ninguno,Académica,IIRAYWIR,IAIWRWNI,BAJO,Académica,Ninguno,Igualdad de género,mi hermana y mis padres,Dibujar y jugar futbol,"Ingles, comunicación y DPSC",Futbol,Veterinaria y Futbolista,Ayudar a los animales,Sí,no,Me fue muy bien,Tercero,Chaclacayo,Académica,18.7,18.7,17.0,17.5,18.5,18.0,18.8,19.0,18.17142857,18.0,APROBADO,BAJO
RWWNNYDE,Muy a menudo,A menudo,A menudo,Muy a menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy rara vez,Muy a menudo,4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,18,24,23,21,19,105,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,116,120,122,111,113,164,2014-06-29 00:00:00,9,CHACLACAYO (REF. A 3 cuadras del puente Los Ángeles),4to,Ninguno,Laptop,Igualdad de género,Mi hermana y mis padres,"Jugar futbol, dibujar","Ingles, Comunicación, DPSC Y CIENCIA",FUTBOL,VETERINARIA Y FUTBOLISTA,Ayudar a los animales de la calle,Sí,NO,Me fue muy bien ,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,F,9.0,Cuarto,Chaclacayo,Lima,Renovación,Matriculado,2022.0,Ninguno,Académica,IIRAYWIR,IAIWRWNI,BAJO,Académica,Ninguno,Igualdad de género,mi hermana y mis padres,Dibujar y jugar futbol,"Ingles, comunicación y DPSC",Futbol,Veterinaria y Futbolista,Ayudar a los animales,Sí,no,Me fue muy bien,Tercero,Chaclacayo,Académica,18.7,18.7,17.0,17.5,18.5,18.0,18.8,19.0,18.17142857,18.0,APROBADO,BAJO
RWDISWSD,Muy a menudo,Rara Vez,A menudo,Muy a menudo,Muy rara vez,Rara Vez,Muy a menudo,Muy rara vez,Rara Vez,A menudo,Rara vez,Rara vez,Muy a menudo,A menudo,A menudo,A menudo,Muy rara vez,Muy a menudo,Muy a menudo,Muy rara vez,Muy rara vez,Muy a menudo,Muy a menudo,A menudo,Rara vez,Rara vez,Rara vez,Rara vez,Muy rara vez,Rara vez,4,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,14,20,22,21,15,92,13.68,3.32,19.47,3.15,17.03,3.38,17.5,3.92,15.73,2.76,67.88,8.66,101,103,122,113,96,142,2014-04-13 00:00:00,9,CALLAO 3 - Santa Rosa (REF. cruce Av. Bertello y Bocanegra),4to,Ninguno,Laptop,Salud y bienestar,Con mis padres y hermano,Jugar fútbol ,Matemáticas,Fútbol ,Profesora,Combatir con la delincuencia ,Sí,Reconocimientos ,Tristeza. Porque una profesora involuntariamente me hizo sentir mal.,No,EZENAWDE,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet prestado,Inestable,No,Bien!!,Lo realiza solo/a,F,10.0,Cuarto,Callao Santa Rosa,Lima,Renovación,Matriculado,2022.0,Ninguno,Académica,YYEWINE,EZENAWDE,BAJO,Académica,Ninguno,Salud y bienestar,Con mis padres y hermano,Jugar fútbol,Matemáticas,Fútbol,Profesora,Combatir con la delincuencia,Sí,Reconocimientos,Tristeza. Porque una profesora involuntariamente me hizo sentir mal.,Tercero,Callao 3 - Santa Rosa,Académica,18.5,18.2,15.8,18.0,18.3,18.3,18.3,18.0,17.91428571,18.0,APROBADO,BAJO
RWNZSYAR,A menudo,A menudo,A menudo,Muy a menudo,Muy rara vez,A menudo,Rara Vez,Muy rara vez,Muy rara vez,Rara Vez,Rara vez,Rara vez,Rara vez,A menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,Muy a menudo,A menudo,Rara vez,A menudo,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,17,19,24,18,15,93,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,102,122,103,90,140,2014-05-30 00:00:00,9,"HUÁNUCO AMARILIS (REF. Urb. Habilitación Urbana, Amarilis)",4to,Alergia al ibuprofeno y aines,"Laptop, Computadora",Acción por el clima,Mama y abuela,Leer y ver videos de investigaciones,Matematica y ciencia,Basquet,Medico Veterinario,Crear y mejorar leyer para la proteccion de los animales,Sí,no eh tenido la oportunidad,si que no me hayan elegido para el equipo de basquet de mi salon,No,IINRAYZI,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,no aplica,Mamá,M,9.0,Cuarto,Huánuco,Huanuco,Renovación,Matriculado,2023.0,Ninguno,Académica,IAZNYSWR,IINRAYZI,BAJO,Académica,Alergia al ibuprofeno y aines,Acción por el clima,Mama y abuela,Leer y ver videos de investigaciones,Matematica y ciencia,Basquet,Medico Veterinario,Crear y mejorar leyer para la proteccion de los animales,Sí,no eh tenido la oportunidad,si que no me hayan elegido para el equipo de basquet de mi salon,Tercero,Huanuco - Amarilis,Académica,18.1,18.3,15.8,19.5,18.6,18.0,18.8,18.3,18.15714286,18.0,APROBADO,BAJO
RWNZSYAR,A menudo,A menudo,A menudo,Muy a menudo,Muy rara vez,A menudo,Rara Vez,Muy rara vez,Muy rara vez,Rara Vez,Rara vez,Rara vez,Rara vez,A menudo,Muy a menudo,A menudo,Muy rara vez,A menudo,Muy a menudo,Rara vez,A menudo,Muy a menudo,Muy a menudo,A menudo,Rara vez,A menudo,Muy rara vez,A menudo,Muy rara vez,Rara vez,3,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,17,19,24,18,15,93,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,102,122,103,90,140,2014-05-30 00:00:00,9,"HUÁNUCO AMARILIS (REF. Urb. Habilitación Urbana, Amarilis)",4to,Alergia al ibuprofeno y aines,Computadora,Acción por el clima,Mamá y abuela,Leer y ver videos de biologia o animales,Ciencia y Matematica,Basquet,Veterinario,Promover el respeto a los animales y reducir la contaminación en los ríos y mares ,Sí,No tuve la oportunidad de participar pero me encantaría poder ser participe de una organización ,Que no me hayan elegido para el equipo de basquet de mi salon,No,IINRAYZI,Mamá de Champ,"Sí, tiene otra/o apoderada/o",No,Internet propio,Estable,No,Bien,Mamá,M,9.0,Cuarto,Huánuco,Huanuco,Renovación,Matriculado,2023.0,Ninguno,Académica,IAZNYSWR,IINRAYZI,BAJO,Académica,Alergia al ibuprofeno y aines,Acción por el clima,Mama y abuela,Leer y ver videos de investigaciones,Matematica y ciencia,Basquet,Medico Veterinario,Crear y mejorar leyer para la proteccion de los animales,Sí,no eh tenido la oportunidad,si que no me hayan elegido para el equipo de basquet de mi salon,Tercero,Huanuco - Amarilis,Académica,18.1,18.3,15.8,19.5,18.6,18.0,18.8,18.3,18.15714286,18.0,APROBADO,BAJO
WEIRENYS,Muy a menudo,Muy rara vez,A menudo,A menudo,A menudo,Muy rara vez,Muy a menudo,Muy rara vez,Rara Vez,Muy rara vez,Muy rara vez,Muy rara vez,Rara vez,Muy rara vez,A menudo,A menudo,Muy a menudo,Rara vez,Rara vez,Rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,A menudo,A menudo,Rara vez,4,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,9,18,14,14,15,70,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,76,93,87,87,93,102,2014-10-09 00:00:00,9,CHORRILLOS 4 - LA CAMPIÑA (REF. Alt. cuadra 9 Av. Guardia Peruana (al lado de Essalud)),4to,Broncoespasmo y alergia,Computadora,Reducción de las desigualdades,Con mis padres y hermana,Dibujar y jugar.,"Matemáticas, proyecto integrado,inglés y educación Física.",Natación,Dibujar de mangas o historietas.,Fomentar el cuidado del medio ambiente por todo el país ,No,Estoy como alumna resaltante en un curso particular (corporación British) de Inglés. ,"El iniciar a un método de estudio diferente,los proyectos y matemáticas con metodología Singapur,pero ya los superé ☺️",No,IZDWNDNE,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,Sí,Se encuentra estable pero en constante medicación ,Mamá,F,9.0,Cuarto,Chorrillos La Campiña,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,ANYDWNS,IZDWNDNE,MEDIO,Académica,Broncoespasmo y alergia,Reducción de las desigualdades,Con mis padres y hermana,Dibujar y jugar.,"Matemáticas, proyecto integrado,inglés y educación Física.",Natación,Dibujar de mangas o historietas.,Fomentar el cuidado del medio ambiente por todo el país,No,Estoy como alumna resaltante en un curso particular (corporación British) de Inglés.,"El iniciar a un método de estudio diferente,los proyectos y matemáticas con metodología Singapur,pero ya los superé ☺️",Tercero,Chorrillos La Campiña,Académica,16.8,18.0,16.5,18.0,17.6,18.0,18.0,18.0,17.55714286,18.0,APROBADO,BAJO
WEIRENYS,Muy a menudo,Muy rara vez,A menudo,A menudo,A menudo,Muy rara vez,Muy a menudo,Muy rara vez,Rara Vez,Muy rara vez,Muy rara vez,Muy rara vez,Rara vez,Muy rara vez,A menudo,A menudo,Muy a menudo,Rara vez,Rara vez,Rara vez,Muy rara vez,A menudo,Muy a menudo,A menudo,Rara vez,Muy a menudo,A menudo,A menudo,A menudo,Rara vez,4,1.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,9,18,14,14,15,70,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,76,93,87,87,93,102,2014-10-09 00:00:00,9 años,CHORRILLOS 4 - LA CAMPIÑA (REF. Alt. cuadra 9 Av. Guardia Peruana (al lado de Essalud)),4to,Alergia a la humedad y polvo.,Computadora,Acción por el clima,Con mis padres y hermana ,"Jugar videojuegos,leer mi anime,dibujar y jugar o cuidar a mis primas.","Matemáticas, proyecto integrado y comunicación.",Natación.,Profesora de dibujo ,Hacerle ver a las personas el error que hemos hecho al descuidar el país.,Sí,"Me felicitaron por recitar bien mi poesía del bereaders,y por mejorar como líder..",En el 2023 me he estado sintiendo más enojada a diferencia de otros años ya que cuando me duele la cabeza por el calor me fustro y entonces cuando alguien me quiere ayudar yo me cierro y discutimos o a veces grito sin querer y al final me empiezo a confundir y me pongo triste ya que no controlo mi irá.,No,ZANYDWNS,Papá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,F,9.0,Cuarto,Chorrillos La Campiña,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,ANYDWNS,IZDWNDNE,MEDIO,Académica,Broncoespasmo y alergia,Reducción de las desigualdades,Con mis padres y hermana,Dibujar y jugar.,"Matemáticas, proyecto integrado,inglés y educación Física.",Natación,Dibujar de mangas o historietas.,Fomentar el cuidado del medio ambiente por todo el país,No,Estoy como alumna resaltante en un curso particular (corporación British) de Inglés.,"El iniciar a un método de estudio diferente,los proyectos y matemáticas con metodología Singapur,pero ya los superé ☺️",Tercero,Chorrillos La Campiña,Académica,16.8,18.0,16.5,18.0,17.6,18.0,18.0,18.0,17.55714286,18.0,APROBADO,BAJO
RWRYIIRI,A menudo,Rara Vez,A menudo,A menudo,Muy rara vez,Muy rara vez,A menudo,Muy rara vez,Muy rara vez,Muy a menudo,A menudo,Muy rara vez,A menudo,Rara vez,Muy a menudo,A menudo,Muy rara vez,A menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,Muy a menudo,Rara vez,Rara vez,Muy rara vez,Muy a menudo,Muy rara vez,A menudo,3,2.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,15,19,24,22,18,98,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,101,102,122,117,105,148,2014-10-11 00:00:00,9,SJL 2 - CANTO GRANDE (REF. A una cuadra de la Universidad Cesar Vallejo),4to," Alergia al polvo, pintura, olores fuertes.",Computadora,Acción por el clima,Con mis padres.,"Escalar árboles, jugar videojuegos, armar robots de lego, contar cuentos, dibujar.",Matemática.,Ajedrez ,Arquitecto,"Colaborar con el ecositema, sembrando árboles nativos.",Sí,Represente a todo el tercer grado de la sede El Parque,"El año pasado estuve siempre preocupado en renovar la beca, otra situación es cuando saque AD en inglés un compañero lo arrugo, rompio y piso mi examén como familia nos sentimos mal.",No,EZADIWWW,Papá de Champ,"Sí, tiene otra/o apoderada/o",Sí,Internet prestado,Estable,No,Actualmente estamos bien de salud,Papá,M,9.0,Cuarto,SJL El Parque,Lima,Renovación,Matriculado,2023.0,"Alergia a olores fuertes, pinturas, picadura de insectos",Académica,EZADIWWW,IZWNNYRS,BAJO,Académica,"Alergia al polvo, pintura, olores fuertes.",Acción por el clima,Con mis padres.,"Escalar árboles, jugar videojuegos, armar robots de lego, contar cuentos, dibujar.",Matemática.,Ajedrez,Arquitecto,"Colaborar con el ecositema, sembrando árboles nativos.",Sí,Represente a todo el tercer grado de la sede El Parque,"El año pasado estuve siempre preocupado en renovar la beca, otra situación es cuando saque AD en inglés un compañero lo arrugo, rompio y piso mi examén como familia nos sentimos mal.",Tercero,SJL 2 - El Parque,Académica,19.7,19.2,17.6,18.8,18.9,18.0,19.5,18.2,18.81428571,19.0,APROBADO,BAJO
RWWIREED,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Muy a menudo,Rara Vez,A menudo,Muy a menudo,Rara vez,A menudo,A menudo,A menudo,A menudo,Rara vez,A menudo,A menudo,Rara vez,A menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,Rara vez,A menudo,Muy a menudo,A menudo,A menudo,3,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,17,20,13,17,19,86,14.85,3.33,18.61,3.71,18.07,4.01,17.08,4.28,17.04,3.16,68.82,9.18,110,106,81,100,109,128,2014-11-15 00:00:00,9,SJL 3 - ARABISCOS (REF. A la espalda de Tottus de Av. Tusilagos Oeste,4to,Ninguno,"Celular, Computadora",Salud y bienestar,Con mi mamá y mis abuelos,"Jugar videojuegos, jugar futbol y leer.",Ciencias e inglés.,Futbol,Futbolista o piloto,Haría que más policías salgan a las calles a vigilar y cuidar a las personas.,Sí,Mi profesora de Ingles me felicitaba por mis notas,"En el 2023 ingresé al colegio como nuevo, todos los días me desperaba a las 5:20 y me hacía sentir cansado, también cuando la profesora no me creía de algo que yo no había hecho.",No,IARNAAYR,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,-,Mamá,M,9.0,Cuarto,SJL Arabiscos,Lima,Renovación,Matriculado,2023.0,Ninguno,Académica,IAARSYRY,IARNAAYR,BAJO,Académica,Ninguno,Salud y bienestar,Con mi mamá y mis abuelos,"Jugar videojuegos, jugar futbol y leer.",Ciencias e inglés.,Futbol,Futbolista o piloto,Haría que más policías salgan a las calles a vigilar y cuidar a las personas.,Sí,Mi profesora de Ingles me felicitaba por mis notas,"En el 2023 ingresé al colegio como nuevo, todos los días me desperaba a las 5:20 y me hacía sentir cansado, también cuando la profesora no me creía de algo que yo no había hecho.",Tercero,Rímac Santo Toribio,Académica,18.8,18.3,17.3,18.5,18.5,18.0,18.0,17.8,18.2,18.0,APROBADO,BAJO
WEIDESNS,A menudo,A menudo,Muy a menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Rara Vez,Rara Vez,Rara Vez,Muy rara vez,Rara vez,Rara vez,A menudo,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,Rara vez,Muy a menudo,Muy a menudo,Rara vez,A menudo,Rara vez,Rara vez,A menudo,Rara vez,Muy a menudo,3,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,15,21,19,18,16,89,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,103,106,106,101,98,135,2014-10-02 00:00:00,9,TRUJILLO 2 SANTA (REF. Entre las Avenidas Villarreal y América Norte),4to,Ninguno,Laptop,Reducción de las desigualdades,con mis papas y hermana,dibujar y bailar,"ingles ,comunicacion,arte",natacion,artista,no al maltrato de las mujeres y que los parques sean libres para los niños,No,no,no,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,F,9.0,Cuarto,Trujillo Santa,La Libertad,Renovación,Matriculado,2023.0,Ninguno,Académica,EWZEEYYN,EWZEZRNN,BAJO,Académica,Ninguno,Reducción de las desigualdades,con mis papas y hermana,dibujar y bailar,"ingles ,comunicacion,arte",natacion,artista,no al maltrato de las mujeres y que los parques sean libres para los niños,No,no,no,Tercero,Trujillo 2 - Santa,Académica,18.5,18.8,18.0,18.5,18.6,18.0,18.0,18.5,18.34285714,18.0,APROBADO,BAJO
WEIDESNS,A menudo,A menudo,Muy a menudo,A menudo,Rara Vez,Muy rara vez,A menudo,Rara Vez,Rara Vez,Rara Vez,Muy rara vez,Rara vez,Rara vez,A menudo,A menudo,Muy a menudo,Muy rara vez,Muy a menudo,Muy a menudo,Rara vez,Rara vez,Muy a menudo,Muy a menudo,Rara vez,A menudo,Rara vez,Rara vez,A menudo,Rara vez,Muy a menudo,3,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,15,21,19,18,16,89,14.42,3.35,19.57,3.34,17.36,3.83,17.71,4.32,16.49,3.01,69.07,8.48,103,106,106,101,98,135,2014-10-02 00:00:00,9,TRUJILLO 2 SANTA (REF. Entre las Avenidas Villarreal y América Norte),4to,Ninguno,Laptop,Acción por el clima,mis padres y hermana,jugar voley y dibujar,"arte,comunicacion,ciencia",natacion,ser artista,hablaria con el presidente para que los parques sean libres para los niños yno al maltrato a mujeres y niños,No,no,me fue dificilun poco matematicas pero con ayuda de mama pude lograr entender,No,EZIDZADD,Mamá de Champ,"No, yo soy la única persona apoderada/o",No,Internet propio,Estable,No,Bien,Lo realiza solo/a,F,9.0,Cuarto,Trujillo Santa,La Libertad,Renovación,Matriculado,2023.0,Ninguno,Académica,EWZEEYYN,EWZEZRNN,BAJO,Académica,Ninguno,Reducción de las desigualdades,con mis papas y hermana,dibujar y bailar,"ingles ,comunicacion,arte",natacion,artista,no al maltrato de las mujeres y que los parques sean libres para los niños,No,no,no,Tercero,Trujillo 2 - Santa,Académica,18.5,18.8,18.0,18.5,18.6,18.0,18.0,18.5,18.34285714,18.0,APROBADO,BAJO
